priority,issue_type,reporter,vote_count,comment_count,description_length,summary_length,watch_count,issue_number,num_components,component_java,num_affected_versions,num_labels,created_weekday,created_month,duration
Major,Bug,scott_carey,0,3,657.0,92,0,790,1,1,0,0,1,3,20 days 00:50:52.818000
Major,Improvement,thiru_mg,0,5,51.0,23,0,789,1,0,0,0,0,3,1 days 13:35:41.422000
Major,New Feature,cutting,1,9,142.0,22,4,788,2,1,0,0,3,3,13 days 01:51:47.233000
Major,Improvement,mlartz,0,3,213.0,49,0,787,1,0,1,1,1,3,8 days 02:11:51.305000
Minor,Bug,stuhood,0,3,408.0,57,0,786,1,1,0,0,1,3,7 days 00:53:13.730000
Minor,Improvement,smartnut007,0,3,3731.0,43,1,785,1,1,1,3,0,3,8 days 01:20:07.493000
Major,Improvement,esammer,1,17,71.0,42,3,784,1,1,1,1,6,3,199 days 15:28:25.661000
Major,Improvement,thiru_mg,0,5,133.0,29,0,783,1,0,0,0,5,3,7 days 17:08:00.068000
Major,Improvement,thiru_mg,1,5,114.0,27,0,781,1,0,1,0,6,3,5 days 23:41:40.634000
Major,Bug,eychih,0,6,2407.0,36,0,780,1,1,1,0,4,3,19 days 22:55:40.680000
Minor,Test,milindb,0,5,298.0,65,0,779,1,1,1,0,2,3,0 days 01:14:57.003000
Minor,Bug,sgargan,2,2,185.0,42,0,776,1,1,1,1,2,3,113 days 13:11:00.996000
Major,Bug,thiru_mg,0,5,464.0,34,0,775,1,1,1,0,5,3,2 days 21:59:49.607000
Minor,Improvement,lars_francke,0,6,414.0,51,1,774,2,1,1,0,1,2,2 days 00:03:46.289000
Trivial,Improvement,jendap,0,2,69.0,37,1,773,1,1,0,0,1,2,2 days 05:10:54.447000
Blocker,Bug,brucem,0,5,162.0,29,1,772,1,1,1,0,0,2,3 days 00:50:57.473000
Major,Improvement,scott_carey,0,6,1969.0,36,0,771,1,1,0,0,6,2,1 days 10:45:01.583000
Blocker,Improvement,scott_carey,0,9,2153.0,73,1,769,1,1,0,0,3,2,8 days 19:52:29.158000
Major,Improvement,ekohlwey,0,1,330.0,47,0,768,1,0,2,0,1,2,0 days 01:25:29.907000
Minor,Improvement,scott_carey,0,3,174.0,55,0,765,1,1,0,0,0,2,0 days 17:43:01.273000
Critical,Bug,qwertymaniac,0,6,3761.0,62,1,764,1,1,1,1,6,2,2 days 09:48:02.575000
Major,Improvement,scott_carey,0,9,407.0,103,2,763,1,1,1,0,2,2,69 days 21:46:56.502000
Blocker,New Feature,dcreager,0,9,1574.0,24,1,762,1,0,0,0,2,2,16 days 00:31:25.028000
Major,Bug,rahrens,0,5,363.0,75,1,761,1,1,1,0,2,2,26 days 04:34:19.917000
Major,Bug,xiaoluye,0,8,1013.0,86,1,759,1,1,1,0,1,2,7 days 06:25:38.110000
Minor,Bug,stuhood,0,17,121.0,36,0,758,1,1,1,0,5,2,151 days 00:51:39.290000
Major,New Feature,stuhood,0,7,147.0,56,0,757,1,1,0,1,4,2,3 days 11:49:09.155000
Major,Improvement,cutting,0,2,267.0,75,0,756,1,1,0,0,1,2,19 days 21:35:40.483000
Blocker,Bug,xiaoluye,1,8,273.0,74,1,755,1,1,1,0,1,2,19 days 22:32:00.382000
Major,Improvement,bruno,0,1,470.0,56,1,754,1,1,1,0,1,2,23 days 10:39:14.869000
Blocker,Improvement,scott_carey,1,28,651.0,40,2,753,1,1,0,0,1,2,23 days 15:30:50.849000
Minor,Improvement,scott_carey,0,6,308.0,38,0,752,1,1,0,0,1,2,7 days 17:03:16.569000
Blocker,Improvement,dcreager,0,6,972.0,41,0,751,1,0,0,0,4,1,27 days 22:21:03.050000
Major,New Feature,dcreager,0,4,130.0,15,0,750,1,0,0,0,4,1,17 days 23:36:31.690000
Major,Bug,dcreager,0,3,249.0,46,0,749,1,0,0,0,4,1,2 days 20:51:12.401000
Major,Improvement,bruno,1,5,2104.0,78,1,747,1,1,1,0,3,1,154 days 05:20:59.449000
Major,Bug,dcreager,0,12,886.0,23,0,746,1,0,0,0,0,1,168 days 23:00:54.184000
Major,Bug,dcreager,0,1,311.0,40,0,745,1,0,0,0,0,1,0 days 00:40:55.095000
Major,New Feature,dcreager,0,3,410.0,60,0,744,1,0,0,0,0,1,21 days 23:31:25.109000
Critical,Bug,scott_carey,0,7,410.0,72,3,743,1,1,1,0,0,1,14 days 11:11:53.494000
Major,Bug,dcreager,0,1,458.0,47,0,742,1,0,0,0,5,1,2 days 08:44:20.111000
Blocker,Bug,cutting,0,9,536.0,31,0,741,1,0,0,0,3,1,5 days 05:34:51.494000
Major,Bug,brucem,0,0,1595.0,34,0,740,0,0,0,0,3,1,0 days 00:04:31.453000
Critical,Bug,devsarkar,0,3,371.0,96,0,738,1,1,1,0,2,1,54 days 10:58:56.140000
Major,Sub-task,scott_carey,0,28,437.0,54,0,737,1,1,0,0,1,1,9 days 04:17:23.146000
Major,Bug,mchugh,0,4,1497.0,54,0,736,1,0,1,0,1,1,5 days 17:01:18.971000
Major,Bug,h2o,2,5,1716.0,31,0,735,1,1,1,0,4,1,13 days 09:44:55.164000
Trivial,Improvement,h2o,0,4,302.0,43,0,734,1,1,1,0,4,1,0 days 03:58:26.671000
Critical,Bug,h2o,0,9,433.0,59,0,733,1,1,1,0,4,1,0 days 04:12:36.515000
Major,Improvement,cutting,0,1,64.0,47,0,731,1,0,0,0,1,1,0 days 23:30:00.508000
Major,New Feature,cbradford,0,10,246.0,73,1,730,1,1,1,0,0,1,39 days 20:09:46.414000
Major,New Feature,dcreager,0,3,553.0,24,1,729,1,0,0,0,5,1,2 days 22:58:29.552000
Major,Task,cutting,0,1,185.0,51,0,728,1,0,0,0,5,1,4 days 20:31:24.480000
Major,Improvement,dcreager,0,5,1501.0,34,1,727,1,0,0,0,2,1,5 days 16:58:23.106000
Major,Improvement,xiaoluye,0,16,521.0,110,3,726,1,1,1,0,2,1,60 days 22:24:03.752000
Minor,New Feature,dcreager,0,6,307.0,34,0,725,1,0,0,0,1,1,6 days 15:23:31.990000
Minor,Bug,sgargan,0,8,590.0,73,0,723,1,1,1,0,6,1,5 days 17:44:52.996000
Minor,Bug,sgargan,0,8,511.0,74,0,722,1,1,1,0,3,12,8 days 17:38:56.647000
Minor,Improvement,joecrobak,0,4,241.0,52,0,719,1,1,1,0,3,12,15 days 02:20:26.053000
Major,Bug,cwsteinbach,0,2,152.0,27,0,718,2,0,0,0,3,12,6 days 13:16:53.117000
Major,Bug,joecrobak,0,6,2200.0,63,0,717,1,1,1,0,1,12,14 days 02:14:26.135000
Blocker,Task,scott_carey,0,20,361.0,60,0,716,2,1,0,0,4,12,46 days 18:04:56.801000
Major,Task,scott_carey,0,2,278.0,29,1,714,2,1,0,0,4,12,42 days 04:16:49.057000
Major,Bug,jkreps,0,2,174.0,47,0,713,1,1,1,0,2,12,1 days 00:03:04.922000
Blocker,Improvement,thiru_mg,0,7,62.0,32,0,711,1,0,1,0,0,12,69 days 01:38:21.502000
Major,Bug,bshi,0,1,60.0,79,0,710,1,1,3,0,6,12,1 days 19:50:53.357000
Minor,Improvement,justinazoff,1,10,240.0,20,2,709,1,0,1,0,6,12,115 days 22:56:38.051000
Minor,Bug,sgargan,0,2,632.0,40,0,708,1,1,1,0,6,12,33 days 18:26:16.587000
Major,Improvement,cutting,0,3,536.0,22,0,707,1,1,0,0,5,12,5 days 21:11:59.782000
Major,Bug,scott_carey,0,4,570.0,53,1,706,1,1,1,0,3,12,0 days 23:04:26.251000
Major,Bug,gillouxgaillard@wanadoo.fr,0,3,923.0,66,0,705,1,1,1,0,2,12,9 days 02:19:58.650000
Major,Bug,urandom,0,9,239.0,29,0,704,1,1,1,0,1,11,9 days 19:53:02.073000
Major,Bug,xiaoluye,0,4,593.0,90,1,702,1,1,1,0,2,11,5 days 01:29:43.355000
Critical,Bug,brucem,1,14,216.0,75,0,701,1,1,1,0,1,11,93 days 00:08:23.152000
Major,Improvement,thiru_mg,0,11,426.0,32,0,700,1,0,1,0,0,11,69 days 06:15:10.113000
Major,Bug,prabhakhar,0,3,1570.0,81,0,699,1,1,1,0,4,11,2 days 08:29:55.395000
Major,Test,cutting,0,4,410.0,50,0,698,1,1,0,0,3,11,4 days 20:17:14.308000
Major,Bug,plinehan,0,2,119.0,75,0,696,1,1,0,0,2,11,0 days 15:31:57.368000
Major,Bug,rahrens,1,7,2027.0,87,2,694,1,0,1,0,0,11,59 days 23:37:04.734000
Minor,Bug,sgargan,0,4,394.0,67,0,693,1,1,0,0,3,11,0 days 22:29:36.833000
Major,Improvement,cutting,1,6,69.0,34,1,692,1,1,0,0,3,11,34 days 22:27:36.488000
Major,New Feature,cutting,0,5,85.0,41,0,689,1,1,0,0,3,11,35 days 03:10:48.641000
Major,Bug,califloridan,0,5,389.0,56,0,688,3,1,1,0,0,11,77 days 02:49:38.806000
Major,New Feature,cutting,0,4,182.0,47,0,687,1,1,0,0,0,11,43 days 06:59:47.367000
Critical,Bug,rahrens,0,6,4065.0,97,1,685,1,1,1,0,2,10,1 days 03:54:52.386000
Major,New Feature,plinehan,0,6,648.0,61,0,684,1,1,0,0,0,10,28 days 01:23:01.624000
Trivial,Improvement,sgargan,0,3,354.0,53,1,683,1,1,1,0,6,10,2 days 00:51:39.004000
Minor,Improvement,qwertymaniac,0,8,492.0,39,1,682,1,1,1,0,6,10,2 days 05:42:14.776000
Minor,Bug,yaojingguo,0,2,334.0,23,0,681,1,0,1,0,3,10,0 days 07:34:06.550000
Minor,New Feature,stuhood,0,10,513.0,29,2,679,1,0,0,0,6,10,193 days 21:32:02.859000
Major,Sub-task,cutting,0,3,72.0,31,0,678,1,1,0,0,2,10,16 days 02:04:00.714000
Major,Bug,dcreager,0,5,436.0,47,2,675,1,0,1,0,3,9,5 days 01:57:37.653000
Trivial,New Feature,dln,1,3,163.0,32,1,674,1,0,0,0,5,9,5 days 05:15:48.024000
Minor,Improvement,erikfrey,0,6,390.0,36,1,673,1,0,0,0,4,9,13 days 23:52:30.868000
Major,Bug,rbodkin,0,9,101.0,68,0,671,1,1,0,0,6,9,18 days 21:20:37.188000
Major,Improvement,rbodkin,0,5,296.0,55,0,670,1,1,0,0,4,9,2 days 23:19:15.576000
Major,Bug,rbodkin,1,14,2376.0,48,3,669,1,1,0,0,4,9,103 days 15:52:36.692000
Major,Improvement,scott_carey,0,11,213.0,71,0,668,1,1,0,0,3,9,5 days 13:37:12.607000
Blocker,Bug,scott_carey,0,10,1221.0,88,0,667,1,1,1,0,3,9,0 days 20:52:40.760000
Major,Bug,hammer,0,1,0.0,62,0,666,1,0,0,0,6,9,0 days 00:04:36.260000
Major,Bug,thiru_mg,0,3,225.0,55,0,664,1,0,1,0,4,9,4 days 04:28:22.066000
Major,Bug,brianf,0,15,350.0,98,1,663,1,0,1,0,3,9,127 days 05:34:39.432000
Major,New Feature,cutting,0,4,357.0,57,0,662,1,1,0,0,2,9,9 days 04:33:04.551000
Minor,Bug,phunt,0,2,721.0,44,0,657,1,0,1,0,1,9,6 days 12:30:32.107000
Blocker,Bug,cutting,0,30,763.0,77,2,656,1,1,1,0,4,9,174 days 03:32:00.332000
Major,Improvement,cutting,0,4,210.0,42,0,655,1,0,1,0,4,9,10 days 01:03:49.880000
Major,Bug,urandom,0,3,128.0,55,0,653,1,0,1,0,3,9,0 days 07:17:33.942000
Minor,Bug,stuhood,0,3,419.0,36,1,652,1,1,0,0,3,9,0 days 19:51:50.022000
Blocker,Bug,urandom,0,11,212.0,33,3,650,1,1,0,0,2,9,1 days 05:21:58.424000
Major,Improvement,stuhood,0,7,123.0,46,0,649,1,1,0,0,2,9,0 days 02:18:54.640000
Major,Improvement,philip,0,8,1401.0,47,2,648,1,1,0,0,2,9,61 days 10:03:54.223000
Major,Improvement,scott_carey,0,47,898.0,62,5,647,1,1,0,0,2,9,105 days 23:15:35.512000
Major,Test,cutting,0,2,265.0,25,0,646,1,1,0,0,0,8,0 days 00:15:17.072000
Major,Improvement,grzm,0,1,201.0,34,0,645,1,0,0,0,0,8,0 days 01:24:09.179000
Major,Bug,scott_carey,0,2,1983.0,54,0,644,1,1,1,0,0,8,107 days 03:38:39.793000
Major,Bug,cutting,0,2,304.0,35,0,643,1,1,1,0,0,8,129 days 22:07:01.828000
Minor,Improvement,qwertymaniac,0,10,1212.0,82,0,642,2,1,1,0,5,8,62 days 16:19:53.660000
Major,New Feature,cutting,1,16,224.0,28,6,641,1,1,0,0,4,8,21 days 00:24:23.730000
Blocker,Bug,cutting,0,2,132.0,42,0,640,1,0,0,0,4,8,0 days 00:31:33.344000
Major,Improvement,cutting,0,6,138.0,42,0,639,1,0,0,0,4,8,0 days 02:15:07.182000
Major,New Feature,cutting,0,1,394.0,50,3,638,1,1,0,0,4,8,130 days 03:23:04.869000
Major,New Feature,cutting,1,21,537.0,40,1,637,1,1,0,0,4,8,4 days 09:31:57.550000
Major,Sub-task,pwendell,0,8,0.0,39,0,636,1,1,0,0,3,8,1 days 00:15:19.710000
