status,priority,updated,issue_type,reporter,created,resolutiondate,vote_count,project,assignee,comment_count,key,description_length,summary_length,watch_count,resolution,days_in_current_status,issue_number,num_components,component_java,num_affected_versions,num_labels,created_weekday,created_month,duration
Closed,Major,2011-11-01 18:36:03.639000+00:00,Improvement,thiru_mg,2011-10-21 05:14:20.005000+00:00,2011-10-21 14:58:55.652000+00:00,0,AVRO,thiru_mg,1,AVRO-940,497.0,45,0,Fixed,838.958687648,940,1,0,0,0,4,10,0 days 09:44:35.647000
Closed,Minor,2011-11-01 18:36:06.774000+00:00,Improvement,thiru_mg,2011-10-19 16:41:22.885000+00:00,2011-10-20 04:50:42.902000+00:00,0,AVRO,thiru_mg,1,AVRO-938,64.0,36,0,Fixed,838.958651366,938,1,0,0,0,2,10,0 days 12:09:20.017000
Closed,Minor,2011-11-01 18:36:05.742000+00:00,Improvement,thiru_mg,2011-10-19 13:09:51.762000+00:00,2011-10-20 04:54:27.645000+00:00,0,AVRO,thiru_mg,1,AVRO-937,169.0,60,0,Fixed,838.9586633,937,1,0,0,0,2,10,0 days 15:44:35.883000
Closed,Major,2011-11-01 18:36:07.442000+00:00,Bug,thiru_mg,2011-10-19 03:55:21.003000+00:00,2011-10-20 06:00:47.980000+00:00,0,AVRO,thiru_mg,4,AVRO-936,164.0,38,0,Fixed,838.958643626,936,1,1,1,0,2,10,1 days 02:05:26.977000
Closed,Blocker,2011-11-01 18:36:05.919000+00:00,Improvement,scott_carey,2011-10-17 21:58:06.926000+00:00,2011-10-23 23:29:43.583000+00:00,0,AVRO,scott_carey,10,AVRO-935,65.0,34,0,Fixed,838.958661255,935,1,1,0,0,0,10,6 days 01:31:36.657000
Closed,Major,2011-11-01 18:36:06.246000+00:00,Improvement,abawany,2011-10-17 17:38:52.805000+00:00,2011-10-17 21:04:21.771000+00:00,0,AVRO,abawany,3,AVRO-934,915.0,94,0,Fixed,838.958657263,934,1,0,1,2,0,10,0 days 03:25:28.966000
Closed,Major,2011-11-01 18:36:10.275000+00:00,Bug,thiru_mg,2011-10-17 10:05:21.850000+00:00,2011-10-17 12:50:53.268000+00:00,0,AVRO,thiru_mg,1,AVRO-933,287.0,52,0,Fixed,838.958610841,933,1,0,1,0,0,10,0 days 02:45:31.418000
Closed,Major,2011-11-01 18:36:10.109000+00:00,Improvement,thiru_mg,2011-10-16 18:49:30.941000+00:00,2011-10-17 07:00:40.651000+00:00,0,AVRO,thiru_mg,1,AVRO-932,,64,0,Fixed,838.958612764,932,1,0,0,0,6,10,0 days 12:11:09.710000
Closed,Major,2011-11-01 18:35:57.403000+00:00,Bug,thiru_mg,2011-10-16 18:46:54.270000+00:00,2011-10-17 07:03:58.078000+00:00,0,AVRO,thiru_mg,1,AVRO-931,,60,1,Fixed,838.958759826,931,1,0,0,0,6,10,0 days 12:17:03.808000
Closed,Blocker,2011-11-01 18:35:55.854000+00:00,Bug,vnadkarni,2011-10-15 23:49:57.243000+00:00,2011-10-24 14:29:55.052000+00:00,0,AVRO,dcreager,6,AVRO-930,2817.0,42,0,Fixed,838.958777478,930,1,0,1,0,5,10,8 days 14:39:57.809000
Closed,Major,2011-11-01 18:36:08.599000+00:00,Bug,dcreager,2011-10-15 14:17:26.765000+00:00,2011-10-15 14:22:55.158000+00:00,0,AVRO,dcreager,1,AVRO-929,428.0,42,0,Fixed,838.958630257,929,1,0,1,0,5,10,0 days 00:05:28.393000
Closed,Minor,2011-11-01 18:36:11.133000+00:00,Bug,vnadkarni,2011-10-14 23:26:36.071000+00:00,2011-10-15 13:24:34.528000+00:00,0,AVRO,dcreager,2,AVRO-928,254.0,48,0,Fixed,838.958600918,928,1,0,1,1,4,10,0 days 13:57:58.457000
Closed,Major,2011-12-13 19:06:49.734000+00:00,Bug,brocknoland,2011-10-14 15:20:52.435000+00:00,2011-10-17 20:47:58.103000+00:00,0,AVRO,brocknoland,2,AVRO-927,588.0,64,2,Fixed,838.958717888,927,1,1,1,0,4,10,3 days 05:27:05.668000
Closed,Major,2012-02-15 00:46:32.319000+00:00,Improvement,cutting,2011-10-12 22:58:38.442000+00:00,2012-01-23 23:27:01.521000+00:00,0,AVRO,cutting,3,AVRO-926,125.0,26,1,Fixed,733.701410968,926,1,1,0,0,2,10,103 days 00:28:23.079000
Closed,Major,2011-11-01 18:36:11.435000+00:00,Bug,nsabovic,2011-10-12 21:49:00.057000+00:00,2011-10-14 03:53:31.571000+00:00,0,AVRO,nsabovic,2,AVRO-925,320.0,53,0,Fixed,838.958597428,925,1,0,1,1,2,10,1 days 06:04:31.514000
Closed,Major,2011-11-01 18:36:00.031000+00:00,New Feature,cutting,2011-10-12 19:51:43.769000+00:00,2011-10-17 20:43:25.225000+00:00,0,AVRO,cutting,3,AVRO-924,292.0,59,0,Fixed,838.95872942,924,1,1,0,0,2,10,5 days 00:51:41.456000
Closed,Major,2011-11-01 18:36:02.071000+00:00,New Feature,dcreager,2011-10-10 13:56:39.340000+00:00,2011-10-15 13:39:07.634000+00:00,0,AVRO,dcreager,2,AVRO-922,105.0,36,0,Fixed,838.958705812,922,1,0,1,0,0,10,4 days 23:42:28.294000
Closed,Major,2011-11-01 18:36:03.143000+00:00,New Feature,dcreager,2011-10-10 13:50:54.397000+00:00,2011-10-15 13:36:55.087000+00:00,0,AVRO,dcreager,2,AVRO-921,424.0,52,0,Fixed,838.958693418,921,1,0,1,0,0,10,4 days 23:46:00.690000
Closed,Major,2011-11-01 18:35:59.532000+00:00,New Feature,dcreager,2011-10-10 13:45:40.961000+00:00,2011-10-15 13:34:42.708000+00:00,0,AVRO,dcreager,2,AVRO-920,330.0,27,0,Fixed,838.958735202,920,1,0,1,0,0,10,4 days 23:49:01.747000
Closed,Major,2011-11-01 18:36:01.713000+00:00,New Feature,dcreager,2011-10-10 13:42:29.640000+00:00,2011-10-15 13:30:29.310000+00:00,0,AVRO,dcreager,2,AVRO-919,127.0,36,0,Fixed,838.95870996,919,1,0,1,0,0,10,4 days 23:47:59.670000
Closed,Major,2011-11-01 18:35:58.508000+00:00,Improvement,thiru_mg,2011-10-08 13:27:46.489000+00:00,2011-10-17 07:14:51.357000+00:00,0,AVRO,thiru_mg,4,AVRO-918,156.0,34,0,Fixed,838.958747068,918,1,0,0,0,5,10,8 days 17:47:04.868000
Closed,Major,2011-11-01 18:36:02.918000+00:00,Bug,thiru_mg,2011-10-08 13:15:39.854000+00:00,2011-10-12 12:59:30.495000+00:00,0,AVRO,thiru_mg,4,AVRO-917,381.0,79,0,Fixed,838.958696017,917,1,0,0,0,5,10,3 days 23:43:50.641000
Closed,Major,2011-11-01 18:36:02.525000+00:00,Bug,thiru_mg,2011-10-08 12:44:18.545000+00:00,2011-10-12 13:05:30.893000+00:00,0,AVRO,thiru_mg,2,AVRO-916,169.0,53,0,Fixed,838.958700579,916,1,0,0,0,5,10,4 days 00:21:12.348000
Closed,Major,2011-11-01 18:35:55.631000+00:00,Improvement,thiru_mg,2011-10-08 11:40:51.512000+00:00,2011-10-12 15:58:41.994000+00:00,0,AVRO,thiru_mg,3,AVRO-915,125.0,39,0,Fixed,838.958779978,915,1,0,0,0,5,10,4 days 04:17:50.482000
Closed,Major,2012-09-11 21:01:08.400000+00:00,Bug,philip,2011-10-07 07:19:57.404000+00:00,2011-10-07 20:42:31.698000+00:00,0,AVRO,philip,2,AVRO-914,933.0,74,0,Fixed,838.958599285,914,1,1,0,0,4,10,0 days 13:22:34.294000
Closed,Major,2011-11-01 18:36:07.638000+00:00,Bug,nsabovic,2011-10-06 21:10:41.714000+00:00,2011-10-12 17:12:11.096000+00:00,0,AVRO,nsabovic,4,AVRO-913,233.0,50,0,Fixed,838.958641394,913,1,0,1,1,3,10,5 days 20:01:29.382000
Closed,Major,2011-12-13 19:06:49.319000+00:00,Bug,thiru_mg,2011-10-06 09:49:52.491000+00:00,2011-10-07 07:21:57.798000+00:00,0,AVRO,thiru_mg,3,AVRO-912,489.0,38,0,Fixed,838.958679578,912,1,1,0,0,3,10,0 days 21:32:05.307000
Closed,Major,2011-10-07 20:27:19.265000+00:00,Improvement,cutting,2011-10-05 23:14:34.132000+00:00,2011-10-07 19:31:32.840000+00:00,0,AVRO,cutting,14,AVRO-911,708.0,34,2,Won't Fix,863.881423503,911,1,1,0,0,2,10,1 days 20:16:58.708000
Closed,Major,2011-11-01 18:36:04.023000+00:00,Improvement,cutting,2011-10-05 21:12:59.242000+00:00,2011-10-05 21:41:24.067000+00:00,0,AVRO,cutting,3,AVRO-910,353.0,33,0,Fixed,838.958683239,910,1,1,0,0,2,10,0 days 00:28:24.825000
Closed,Major,2011-10-07 20:23:20.241000+00:00,Sub-task,cutting,2011-10-05 20:52:29.870000+00:00,2011-10-07 19:28:49.301000+00:00,0,AVRO,,1,AVRO-909,553.0,92,0,Won't Fix,863.884189988,909,1,1,0,0,2,10,1 days 22:36:19.431000
Closed,Major,2011-11-01 18:36:01.191000+00:00,New Feature,nsabovic,2011-10-05 20:50:44.697000+00:00,2011-10-09 08:22:39.765000+00:00,0,AVRO,nsabovic,4,AVRO-908,200.0,50,0,Fixed,838.95871602,908,1,0,1,1,2,10,3 days 11:31:55.068000
Closed,Major,2011-11-01 18:36:03.304000+00:00,Improvement,cutting,2011-10-04 22:47:12.653000+00:00,2011-10-05 18:38:06.150000+00:00,0,AVRO,cutting,3,AVRO-907,99.0,36,0,Fixed,838.958691565,907,1,1,0,0,1,10,0 days 19:50:53.497000
Closed,Major,2011-11-01 18:36:07.174000+00:00,Bug,dkaminsky,2011-10-04 21:16:35.733000+00:00,2011-10-05 18:11:21.842000+00:00,1,AVRO,cutting,3,AVRO-906,361.0,37,1,Fixed,838.95864652,906,1,1,0,0,1,10,0 days 20:54:46.109000
Closed,Minor,2011-12-13 19:06:44.121000+00:00,Improvement,yangyangyyy,2011-10-04 18:41:29.620000+00:00,2011-10-05 18:20:49.315000+00:00,0,AVRO,cutting,6,AVRO-905,1586.0,63,0,Fixed,838.958731557,905,1,1,0,0,1,10,0 days 23:39:19.695000
Closed,Major,2011-11-01 18:35:59.022000+00:00,Bug,nsabovic,2011-10-04 17:56:12.586000+00:00,2011-10-07 09:00:30.991000+00:00,0,AVRO,nsabovic,1,AVRO-904,152.0,62,0,Fixed,838.95874113,904,1,0,1,1,1,10,2 days 15:04:18.405000
Closed,Major,2011-11-01 18:36:06.454000+00:00,Bug,nsabovic,2011-10-04 17:39:09.855000+00:00,2011-10-07 08:36:12.765000+00:00,0,AVRO,nsabovic,2,AVRO-903,187.0,45,0,Fixed,838.958655113,903,1,0,1,1,1,10,2 days 14:57:02.910000
Closed,Major,2011-11-01 18:35:56.310000+00:00,Bug,nsabovic,2011-10-04 17:32:37.629000+00:00,2011-10-07 12:52:36.548000+00:00,0,AVRO,nsabovic,2,AVRO-902,275.0,41,0,Fixed,838.95877229,902,1,0,1,1,1,10,2 days 19:19:58.919000
Closed,Major,2011-12-13 19:06:46.499000+00:00,Bug,thiru_mg,2011-10-02 17:51:13.529000+00:00,2011-10-05 19:07:08.373000+00:00,0,AVRO,thiru_mg,3,AVRO-901,169.0,88,0,Fixed,838.958750938,901,1,1,0,0,6,10,3 days 01:15:54.844000
Closed,Major,2011-11-01 18:35:59.712000+00:00,Bug,thiru_mg,2011-10-01 19:03:05.270000+00:00,2011-10-05 19:26:51.645000+00:00,0,AVRO,thiru_mg,2,AVRO-900,114.0,59,0,Fixed,838.95873315,900,1,1,0,0,5,10,4 days 00:23:46.375000
Closed,Major,2011-11-01 18:36:08.077000+00:00,Improvement,cutting,2011-09-27 18:12:55.200000+00:00,2011-09-29 23:35:39.463000+00:00,0,AVRO,cutting,3,AVRO-899,71.0,61,1,Fixed,838.9586363,899,1,0,0,0,1,9,2 days 05:22:44.263000
Closed,Critical,2012-06-20 07:10:19.976000+00:00,Bug,vadimtsarik,2011-09-27 15:54:44.304000+00:00,2011-10-03 19:46:22.647000+00:00,0,AVRO,cutting,7,AVRO-898,389.0,31,4,Fixed,838.958591463,898,1,1,1,0,1,9,6 days 03:51:38.343000
Closed,Major,2011-12-13 19:06:50.381000+00:00,Bug,gwu,2011-09-27 01:36:54.375000+00:00,2011-10-07 19:52:46.276000+00:00,0,AVRO,,3,AVRO-897,357.0,42,0,Duplicate,863.884185354,897,1,1,1,0,1,9,10 days 18:15:51.901000
Closed,Major,2011-11-01 18:35:59.204000+00:00,Bug,tomwhite,2011-09-26 00:53:00.029000+00:00,2011-10-01 18:38:29.599000+00:00,0,AVRO,thiru_mg,8,AVRO-895,392.0,69,0,Fixed,838.958738828,895,1,1,1,1,0,9,5 days 17:45:29.570000
Closed,Major,2011-11-01 18:36:06.073000+00:00,Bug,dcreager,2011-09-25 19:48:53.150000+00:00,2011-09-25 20:07:06.319000+00:00,0,AVRO,dcreager,3,AVRO-894,633.0,44,0,Fixed,838.958659535,894,1,0,2,0,6,9,0 days 00:18:13.169000
Closed,Major,2011-11-01 18:36:08.765000+00:00,Improvement,lmartinking,2011-09-23 04:08:58.394000+00:00,2011-09-26 13:27:10.172000+00:00,1,AVRO,dcreager,2,AVRO-893,468.0,99,0,Fixed,838.958628078,893,1,0,1,1,4,9,3 days 09:18:11.778000
Closed,Major,2011-11-01 18:35:57.640000+00:00,Bug,mic159,2011-09-21 04:35:15.848000+00:00,2011-09-22 20:50:40.629000+00:00,0,AVRO,mic159,2,AVRO-892,1233.0,63,1,Fixed,838.958756598,892,1,0,1,0,2,9,1 days 16:15:24.781000
Closed,Major,2011-11-01 18:36:04.481000+00:00,Improvement,alex.holmes,2011-09-20 10:42:47.315000+00:00,2011-09-22 19:09:05.847000+00:00,0,AVRO,cutting,7,AVRO-891,2707.0,69,0,Fixed,838.958677746,891,1,1,1,0,1,9,2 days 08:26:18.532000
Closed,Minor,2011-11-01 18:36:01.513000+00:00,Improvement,sgargan,2011-09-18 02:09:48.760000+00:00,2011-09-26 21:15:42.703000+00:00,0,AVRO,sgargan,9,AVRO-890,1277.0,51,0,Fixed,838.958711925,890,1,1,1,2,6,9,8 days 19:05:53.943000
Closed,Major,2011-12-13 19:06:54.502000+00:00,Improvement,cutting,2011-09-16 22:08:23.256000+00:00,2011-09-19 18:44:23.621000+00:00,0,AVRO,cutting,4,AVRO-889,114.0,66,0,Fixed,838.958603269,889,1,1,0,0,4,9,2 days 20:36:00.365000
Closed,Major,2011-11-01 18:35:58.305000+00:00,Improvement,saleemshafi,2011-09-16 04:22:29.376000+00:00,2011-09-20 22:33:23.924000+00:00,0,AVRO,saleemshafi,5,AVRO-888,231.0,44,0,Fixed,838.958749069,888,1,1,1,0,4,9,4 days 18:10:54.548000
Closed,Trivial,2011-11-01 18:36:10.773000+00:00,Improvement,cwilkes,2011-09-08 23:36:21.027000+00:00,2011-09-21 20:45:04.712000+00:00,0,AVRO,cutting,3,AVRO-887,704.0,48,0,Fixed,838.958605008,887,1,1,1,0,3,9,12 days 21:08:43.685000
Closed,Major,2011-12-13 19:06:49.168000+00:00,Improvement,gffletch,2011-09-08 17:07:12.119000+00:00,2011-09-20 17:56:15.179000+00:00,0,AVRO,gffletch,20,AVRO-886,1102.0,63,1,Fixed,838.958766295,886,1,1,1,0,3,9,12 days 00:49:03.060000
Closed,Major,2011-09-11 21:07:47.260000+00:00,Bug,tomwhite,2011-09-06 18:17:03.149000+00:00,2011-09-07 19:31:45.028000+00:00,0,AVRO,tomwhite,3,AVRO-884,228.0,53,0,Fixed,889.853321529,884,1,1,2,0,1,9,1 days 01:14:41.879000
Closed,Major,2011-11-01 18:36:03.450000+00:00,New Feature,tomwhite,2011-08-30 21:37:28.947000+00:00,2011-09-21 20:57:57.114000+00:00,0,AVRO,tomwhite,5,AVRO-881,117.0,35,0,Fixed,838.958689912,881,1,1,0,0,1,8,21 days 23:20:28.167000
Closed,Critical,2011-08-30 05:59:18.747000+00:00,Task,tucu00,2011-08-23 20:17:35.102000+00:00,2011-08-25 21:42:46.369000+00:00,0,AVRO,tucu00,2,AVRO-880,366.0,29,0,Fixed,902.484206268,880,1,0,1,0,1,8,2 days 01:25:11.267000
Closed,Major,2011-11-01 18:36:04.699000+00:00,Bug,cutting,2011-08-22 17:58:22.608000+00:00,2011-08-25 23:20:34.588000+00:00,0,AVRO,cutting,2,AVRO-879,80.0,25,0,Fixed,838.958675459,879,1,1,0,0,0,8,3 days 05:22:11.980000
Closed,Major,2011-12-13 19:06:54.376000+00:00,Test,jeremy@lewi.us,2011-08-18 15:50:37.355000+00:00,2011-10-12 22:59:34.383000+00:00,0,AVRO,,15,AVRO-878,160.0,38,0,Not A Problem,838.958723007,878,1,1,1,0,3,8,55 days 07:08:57.028000
Closed,Major,2011-12-13 19:06:54.813000+00:00,Improvement,billgraham,2011-08-16 22:20:51.895000+00:00,2011-08-25 20:55:13.848000+00:00,0,AVRO,billgraham,6,AVRO-877,962.0,54,1,Fixed,902.484204027,877,1,1,0,0,1,8,8 days 22:34:21.953000
Closed,Critical,2011-10-07 20:27:18.954000+00:00,Task,tucu00,2011-08-15 18:46:31.809000+00:00,2011-08-23 22:24:14.267000+00:00,0,AVRO,cutting,4,AVRO-876,455.0,51,0,Won't Fix,863.881427142,876,1,0,1,0,0,8,8 days 03:37:42.458000
Closed,Major,2011-12-13 19:06:50.945000+00:00,New Feature,billgraham,2011-08-15 17:05:46.880000+00:00,2011-08-16 22:41:32.892000+00:00,0,AVRO,billgraham,3,AVRO-875,116.0,47,0,Not A Problem,863.881425187,875,1,1,0,0,0,8,1 days 05:35:46.012000
Closed,Major,2011-11-01 18:36:12.144000+00:00,Improvement,cutting,2011-08-11 20:32:02.286000+00:00,2011-09-21 20:47:26.823000+00:00,0,AVRO,cutting,3,AVRO-874,217.0,55,0,Fixed,838.958589309,874,1,1,0,0,3,8,41 days 00:15:24.537000
Closed,Major,2012-05-26 18:13:46.384000+00:00,Improvement,marmbrus,2011-08-10 02:55:31.396000+00:00,2011-08-11 20:14:25.270000+00:00,0,AVRO,marmbrus,4,AVRO-873,651.0,71,1,Fixed,838.958703373,873,1,1,0,0,2,8,1 days 17:18:53.874000
Closed,Major,2011-12-13 19:06:54.656000+00:00,Improvement,billgraham,2011-08-09 20:33:18.054000+00:00,2011-08-12 20:48:21.572000+00:00,0,AVRO,cutting,26,AVRO-872,851.0,49,0,Fixed,902.484201719,872,1,1,0,0,1,8,3 days 00:15:03.518000
Closed,Major,2011-12-13 19:08:35.435000+00:00,Bug,billgraham,2011-08-09 20:28:38.870000+00:00,2011-10-07 21:00:45.712000+00:00,0,AVRO,cutting,1,AVRO-871,148.0,45,0,Fixed,838.958737276,871,1,0,0,0,1,8,59 days 00:32:06.842000
Closed,Major,2011-11-01 18:36:04.945000+00:00,Bug,thiru_mg,2011-08-03 02:12:13.060000+00:00,2011-10-12 13:15:40.366000+00:00,0,AVRO,thiru_mg,3,AVRO-869,447.0,63,0,Fixed,838.958672441,869,1,0,0,0,2,8,70 days 11:03:27.306000
Closed,Blocker,2011-10-07 20:23:19.996000+00:00,Bug,puredanger,2011-08-01 15:50:31.667000+00:00,2011-08-16 13:07:17.807000+00:00,0,AVRO,,7,AVRO-868,3413.0,65,1,Cannot Reproduce,863.884192871,868,1,1,1,0,0,8,14 days 21:16:46.140000
Closed,Major,2011-12-23 23:54:10.639000+00:00,New Feature,joecrobak,2011-07-28 19:46:50.321000+00:00,2011-09-07 21:36:03.012000+00:00,0,AVRO,tomwhite,5,AVRO-866,227.0,30,2,Fixed,889.853318926,866,1,0,0,0,3,7,41 days 01:49:12.691000
Closed,Major,2011-11-01 18:36:10.613000+00:00,Improvement,dcreager,2011-07-26 18:37:18.562000+00:00,2011-09-25 20:51:53.565000+00:00,0,AVRO,dcreager,2,AVRO-865,415.0,22,0,Fixed,838.958607029,865,1,0,2,0,1,7,61 days 02:14:35.003000
Closed,Major,2011-12-13 19:06:48.393000+00:00,Bug,isabel,2011-07-24 20:25:06.970000+00:00,2011-07-27 22:53:06.216000+00:00,0,AVRO,isabel,4,AVRO-864,432.0,82,0,Fixed,919.884736834,864,1,1,0,0,6,7,3 days 02:27:59.246000
Closed,Major,2011-11-01 18:36:09.704000+00:00,New Feature,dcreager,2011-07-22 20:52:53.533000+00:00,2011-09-26 12:41:32.619000+00:00,0,AVRO,dcreager,2,AVRO-863,829.0,43,0,Fixed,838.958617553,863,1,0,1,0,4,7,65 days 15:48:39.086000
Closed,Minor,2011-11-01 18:36:09.542000+00:00,Bug,dcreager,2011-07-14 23:11:06.958000+00:00,2011-07-15 00:58:31.035000+00:00,0,AVRO,dcreager,2,AVRO-861,301.0,41,0,Fixed,838.958619431,861,1,0,1,0,3,7,0 days 01:47:24.077000
Closed,Major,2012-09-25 21:22:59.468000+00:00,Bug,tebeka,2011-07-14 18:37:54.300000+00:00,2012-09-13 20:09:07.201000+00:00,0,AVRO,tebeka,16,AVRO-860,1478.0,51,3,Duplicate,509.842763807,860,1,1,1,3,3,7,427 days 01:31:12.901000
Closed,Major,2011-11-01 18:36:06.607000+00:00,Improvement,tebeka,2011-07-14 13:30:41.392000+00:00,2011-09-19 18:48:56.502000+00:00,0,AVRO,tebeka,5,AVRO-858,144.0,55,1,Fixed,838.958653406,858,0,0,0,2,3,7,67 days 05:18:15.110000
Closed,Minor,2011-12-13 19:06:47.088000+00:00,Improvement,jendap,2011-07-10 22:53:08.364000+00:00,2011-07-25 20:17:14.971000+00:00,0,AVRO,jendap,1,AVRO-857,189.0,25,0,Fixed,838.958666011,857,1,1,0,0,6,7,14 days 21:24:06.607000
Closed,Major,2011-08-12 20:22:33.807000+00:00,Improvement,cutting,2011-07-07 20:34:49.217000+00:00,2011-07-11 21:21:23.892000+00:00,0,AVRO,cutting,3,AVRO-856,221.0,26,0,Fixed,919.884727483,856,1,1,1,0,3,7,4 days 00:46:34.675000
Closed,Minor,2012-02-15 00:46:27.673000+00:00,New Feature,jeremy@lewi.us,2011-07-06 21:46:20.189000+00:00,2012-01-23 23:43:46.321000+00:00,1,AVRO,qwertymaniac,4,AVRO-854,327.0,80,1,Fixed,733.701464232,854,1,0,1,0,2,7,201 days 01:57:26.132000
Closed,Major,2011-11-01 18:36:07.811000+00:00,Improvement,dkaminsky,2011-07-06 21:38:05.147000+00:00,2011-08-12 21:54:07.283000+00:00,0,AVRO,cutting,34,AVRO-853,460.0,36,1,Fixed,838.958639476,853,1,1,1,0,2,7,37 days 00:16:02.136000
Closed,Major,2012-09-25 21:16:14.025000+00:00,Bug,jmesnil,2011-07-06 06:52:20.746000+00:00,2012-09-13 20:07:49.806000+00:00,0,AVRO,jmesnil,4,AVRO-851,279.0,40,2,Fixed,509.847456447,851,1,1,1,0,2,7,435 days 13:15:29.060000
Closed,Major,2012-02-15 00:49:23.692000+00:00,Improvement,h2o,2011-07-01 09:11:00.810000+00:00,2011-11-23 23:24:45.228000+00:00,0,AVRO,,1,AVRO-848,3617.0,57,0,Duplicate,733.69942769,848,1,1,1,0,4,7,145 days 14:13:44.418000
Closed,Minor,2011-11-01 18:36:04.161000+00:00,Test,jeremy@lewi.us,2011-06-30 20:06:17.716000+00:00,2011-07-01 16:24:12.774000+00:00,0,AVRO,jeremy@lewi.us,4,AVRO-847,2835.0,40,0,Fixed,838.958681534,847,1,1,1,1,3,6,0 days 20:17:55.058000
Closed,Major,2011-10-07 20:23:19.785000+00:00,Bug,puredanger,2011-06-30 18:12:54.897000+00:00,2011-08-30 06:15:18.302000+00:00,0,AVRO,,2,AVRO-846,1028.0,91,0,Duplicate,863.884195343,846,1,1,1,0,3,6,60 days 12:02:23.405000
Closed,Major,2011-08-12 20:22:32.234000+00:00,Bug,tebeka,2011-06-29 13:53:22.072000+00:00,2011-06-30 16:57:01.550000+00:00,0,AVRO,tebeka,3,AVRO-845,109.0,38,0,Fixed,919.884745298,845,1,0,1,1,2,6,1 days 03:03:39.478000
Closed,Major,2011-12-13 19:06:44.660000+00:00,Improvement,billgraham,2011-06-28 00:23:03.791000+00:00,2011-07-01 19:53:17.189000+00:00,0,AVRO,billgraham,5,AVRO-844,224.0,35,0,Fixed,838.9587742,844,1,1,1,0,1,6,3 days 19:30:13.398000
Closed,Major,2011-08-12 20:22:31.959000+00:00,Bug,h2o,2011-06-24 12:53:50.145000+00:00,2011-07-01 16:33:11.389000+00:00,0,AVRO,jbaldassari,14,AVRO-842,639.0,61,0,Fixed,919.884748891,842,1,1,1,0,4,6,7 days 03:39:21.244000
Closed,Minor,2011-11-01 18:36:11.609000+00:00,Improvement,waterdragon,2011-06-23 08:46:51.951000+00:00,2011-06-24 14:35:03.653000+00:00,0,AVRO,waterdragon,3,AVRO-841,126.0,43,0,Fixed,838.958595351,841,1,1,0,0,3,6,1 days 05:48:11.702000
Closed,Critical,2011-11-01 18:36:11.789000+00:00,Improvement,ramanasv,2011-06-16 17:41:51.635000+00:00,2011-10-12 13:27:42.270000+00:00,1,AVRO,thiru_mg,3,AVRO-840,1458.0,63,2,Fixed,838.958593235,840,1,0,0,1,3,6,117 days 19:45:50.635000
Closed,Major,2012-01-24 04:56:04.703000+00:00,Improvement,jbaldassari,2011-06-16 04:35:39.806000+00:00,2011-08-26 20:56:51.922000+00:00,0,AVRO,jbaldassari,33,AVRO-839,3497.0,91,4,Fixed,838.958648885,839,1,1,0,0,3,6,71 days 16:21:12.116000
Closed,Major,2011-12-13 19:06:52.096000+00:00,Improvement,kkrugler,2011-06-10 23:15:53.352000+00:00,2011-06-30 19:25:38.175000+00:00,0,AVRO,cutting,5,AVRO-838,367.0,100,0,Fixed,919.884769164,838,1,1,2,0,4,6,19 days 20:09:44.823000
Closed,Major,2011-11-01 18:36:02.710000+00:00,New Feature,dcreager,2011-06-07 16:03:20.817000+00:00,2011-07-14 02:40:42.001000+00:00,0,AVRO,dcreager,5,AVRO-837,447.0,24,0,Fixed,838.958698448,837,1,0,1,0,1,6,36 days 10:37:21.184000
Closed,Major,2012-01-24 16:09:02.314000+00:00,New Feature,tebeka,2011-06-04 04:24:49.738000+00:00,2011-06-21 12:37:26.168000+00:00,0,AVRO,tebeka,13,AVRO-836,121.0,67,3,Fixed,838.958669954,836,1,0,0,2,5,6,17 days 08:12:36.430000
Closed,Major,2012-02-15 00:46:26.680000+00:00,Bug,ewhauser,2011-06-04 01:08:00.634000+00:00,2011-12-07 22:37:20.882000+00:00,1,AVRO,dona,5,AVRO-835,417.0,34,0,Fixed,733.701476009,835,1,0,0,0,5,6,186 days 21:29:20.248000
Closed,Minor,2011-08-12 20:22:33.666000+00:00,Bug,tebeka,2011-05-31 17:20:38.857000+00:00,2011-05-31 19:07:11.002000+00:00,0,AVRO,miki,4,AVRO-833,216.0,40,0,Fixed,919.884729068,833,1,0,0,1,1,5,0 days 01:46:32.145000
Closed,Major,2011-12-13 19:06:51.508000+00:00,Bug,cutting,2011-05-31 10:10:32.979000+00:00,2011-06-02 11:45:14.436000+00:00,0,AVRO,cutting,4,AVRO-832,68.0,68,1,Fixed,919.884738467,832,1,1,0,0,1,5,2 days 01:34:41.457000
Closed,Major,2011-08-12 20:22:34.070000+00:00,New Feature,tomwhite,2011-05-26 18:19:31.878000+00:00,2011-05-30 08:31:49.182000+00:00,0,AVRO,tomwhite,2,AVRO-830,198.0,61,0,Fixed,919.884724477,830,1,1,0,0,3,5,3 days 14:12:17.304000
Closed,Major,2011-10-07 20:23:20.384000+00:00,Improvement,dbritsch,2011-05-25 22:41:41.570000+00:00,2011-05-26 17:43:43.528000+00:00,0,AVRO,,2,AVRO-828,547.0,74,0,Invalid,863.884187814,828,1,1,1,5,2,5,0 days 19:02:01.958000
